"id","name","overall_status","first_trimester_status","second_trimester_status","third_trimester_status","delivery_status","summary","source_url"
"1596","NAPROXENE","UNSAFE","CAUTION","CAUTION","UNSAFE","CAUTION","Naproxene est classé UNSAFE car il est formellement contre-indiqué en cours de grossesse en raison d'effets délétères documentés sur le développement embryo-fœtal. Aux stades avancés de la grossesse, le risque de toxicité rénale fœtale et de toxicité cardiovasculaire est également documenté.","https://www.lecrat.fr/15359/"
"1597","NEBIVOLOL","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec nebivolol en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour.","https://www.lecrat.fr/7442/"
"1598","NEFOPAM","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec nefopam en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.","https://www.lecrat.fr/7885/"
"1599","NEOMYCINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec neomycine en cours de grossesse sont limitées (quelques cas seulement), sans signal de risque malformatif significatif retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/5053/"
"1848","NETILMICINE SULFATE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1600","NICARDIPINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec nicardipine en cours de grossesse sont très nombreuses, sans signal de risque malformatif significatif retenu à ce jour. Par voie IV, dans la menace d’accouchement prématurée, quelques cas d’œdèmes aigus du poumon maternels ont été rapportés.","https://www.lecrat.fr/7162/"
"1601","NIFEDIPINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec nifedipine en cours de grossesse sont très nombreuses, sans signal de risque malformatif significatif retenu à ce jour. Pictogrammes sur les boîtes de médicaments : le CRAT n’est pas d’accord .","https://www.lecrat.fr/7173/"
"1849","NIFUROXAZIDE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1602","NITRENDIPINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec nitrendipine en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour.","https://www.lecrat.fr/9377/"
"1603","NITROFURANTOINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à nitrofurantoine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/6683/"
"1604","NOMEGESTROL","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à nomegestrol sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.","https://www.lecrat.fr/11370/"
"1850","NORETHISTERONE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1605","NORFLOXACINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à norfloxacine sont nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/12885/"
"1606","NYSTATINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à nystatine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/10278/"
"1607","OFLOXACINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à ofloxacine sont nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/6625/"
"1608","OLANZAPINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à olanzapine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. A terme, les concentrations plasmatiques néonatales sont proches de celles de la mère (70% en moyenne).","https://www.lecrat.fr/12025/"
"1851","OLIVIER","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1609","OLMESARTAN","UNSAFE","SAFE","UNSAFE","UNSAFE","CAUTION","Olmesartan est classé UNSAFE car il est formellement contre-indiqué en cours de grossesse en raison d'effets délétères documentés sur le développement embryo-fœtal. Aux stades avancés de la grossesse, le risque de toxicité rénale fœtale est également documenté.","https://www.lecrat.fr/7392/"
"1852","OLMESARTAN MEDOXOMIL","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1853","OLODATEROL","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1610","OLOPATADINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec olopatadine en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.","https://www.lecrat.fr/6930/"
"1611","OMEPRAZOLE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à omeprazole sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/12876/"
"1926","OPIUM","SAFE","SAFE","SAFE","SAFE","CAUTION","Aucun effet malformatif retenu. À doses suprathérapeutiques jusqu'à l'accouchement, risque de syndrome de sevrage néonatal. La codéine ou le tramadol sont préférés si un antalgique de palier 2 est nécessaire.","https://www.lecrat.fr/11750/"
"1854","OTYLONIUM BROMURE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1924","OXACILLINE","SAFE","SAFE","SAFE","SAFE","SAFE","Aucun effet malformatif, fœtal ou néonatal attribuable au traitement retenu. L'oxacilline peut être utilisée quel que soit le terme de la grossesse.","https://www.lecrat.fr/13325/"
"1922","OXAZEPAM","CAUTION","SAFE","CAUTION","CAUTION","CAUTION","Aucun effet malformatif retenu au 1er trimestre. Aux 2ème et 3ème trimestres, risque de diminution des mouvements fœtaux. À l'accouchement, risque de signes d'imprégnation ou de sevrage néonatal, minimisés par la courte demi-vie de l'oxazépam.","https://www.lecrat.fr/3891/"
"1925","OXETORONE","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","Aucune donnée publiée chez la femme enceinte ; d'autres molécules (amitriptyline, propranolol, métoprolol) sont préférées quel que soit le terme. Contacter le CRAT en cas d'inefficacité de ces alternatives.","https://www.lecrat.fr/4394/"
"1923","OXYBUTYNINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Aucun effet malformatif ou fœtal retenu. En cas de maintien jusqu'à l'accouchement, des effets atropiniques théoriques peuvent survenir chez le nouveau-né ; l'équipe néonatale doit être informée.","https://www.lecrat.fr/11915/"
"1920","OXYTETRACYCLINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1921","PANCREATINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1612","PANTOPRAZOLE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à pantoprazole sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/12889/"
"1613","PARACETAMOL","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à paracetamol sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/4165/"
"1855","PARIETAIRE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1614","PAROXETINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à paroxetine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. Chez environ 30% des nouveau-nés de mères traitées jusqu’à l’accouchement par un antidépresseur IRSS/IRSNa, des symptômes néonatals, le plus souvent transitoires, peu sévères et de courte durée, peuvent apparaître dans les premiers jours de vie.","https://www.lecrat.fr/4033/"
"1856","PENICILLAMINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1857","PENTOXYFYLLINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1615","PERINDOPRIL","UNSAFE","SAFE","UNSAFE","UNSAFE","CAUTION","Perindopril est classé UNSAFE car il est formellement contre-indiqué en cours de grossesse en raison d'effets délétères documentés sur le développement embryo-fœtal. Aux stades avancés de la grossesse, le risque de toxicité rénale fœtale est également documenté.","https://www.lecrat.fr/7320/"
"1616","PEROXYDE DE BENZOYLE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec peroxyde de benzoyle en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.","https://www.lecrat.fr/6314/"
"1858","PHENAZONE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1859","PHENIRAMINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1617","PHENOBARBITAL","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","Le phenobarbital est classé CAUTION en raison d'un profil de risque nécessitant des précautions spécifiques selon le terme de la grossesse. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.","https://www.lecrat.fr/8134/"
"1860","PHENOXYMETHYLPENICILLINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1861","PHENYLEPHRINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1618","PHENYTOINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec phenytoine en cours de grossesse sont très nombreuses, sans signal de risque malformatif significatif retenu à ce jour. Aspect néonatal La phénytoïne","https://www.lecrat.fr/7086/"
"1862","PHLOROGLUCINOL","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1863","PHYTOMENADIONE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1864","PICLOXYDINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1619","PILOCARPINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec pilocarpine en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour.","https://www.lecrat.fr/9942/"
"1620","PIMOZIDE","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","La classification CAUTION de pimozide reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.","https://www.lecrat.fr/12033/"
"1865","PINAVERIUM","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1621","PIPAMPERONE","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","La classification CAUTION de pipamperone reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.","https://www.lecrat.fr/12085/"
"1622","PIPOTIAZINE","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","La classification CAUTION de pipotiazine reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.","https://www.lecrat.fr/12064/"
"1623","PIRACETAM","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","La classification CAUTION de piracetam reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.","https://www.lecrat.fr/10379/"
"1866","PIRIBEDIL","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1624","PIROXICAM","UNSAFE","CAUTION","CAUTION","UNSAFE","CAUTION","Piroxicam est classé UNSAFE car il est formellement contre-indiqué en cours de grossesse en raison d'effets délétères documentés sur le développement embryo-fœtal. Aux stades avancés de la grossesse, le risque de toxicité rénale fœtale et de toxicité cardiovasculaire est également documenté.","https://www.lecrat.fr/15336/"
"1625","PIZOTIFENE","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","La classification CAUTION de pizotifene reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif.","https://www.lecrat.fr/4381/"
"1626","POLIOMYELITE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à poliomyelite sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/9583/"
"1867","POLLENS ARBRES ET ARBUSTES","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1868","POLLENS GRAMINEES","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1627","POLYETHYLENE GLYCOL","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","La classification CAUTION de polyethylene glycol reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif.","https://www.lecrat.fr/8711/"
"1869","POLYMALTOSE COMPLEXE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1870","POLYMIXINE B","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1628","POLYMYXINE B","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec polymyxine b en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour. L'utilisation en fin de grossesse doit rester prudente en raison d'une possible toxicité fœtale rénale ou cardiovasculaire à doses élevées.","https://www.lecrat.fr/5046/"
"1871","POLYSTYRENE SULFONATE DE NA","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1872","POLYVIDONE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1873","POLYVIDONE IODEE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1874","PRAMIPEXOLE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1629","PRAVASTATINE","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","Le pravastatine est classé CAUTION en raison d'un profil de risque nécessitant des précautions spécifiques selon le terme de la grossesse. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.","https://www.lecrat.fr/8622/"
"1630","PRAZEPAM","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à prazepam sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. Aspect néonatal Les benzodiazépines utilisées jusqu’à l’accouchement peuvent entraîner chez le nouveau-né deux types d’évènements transitoires qui peuvent se succéder : Des signes d’imprégnation cf.","https://www.lecrat.fr/3817/"
"1631","PRAZOSINE","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","La classification CAUTION de prazosine reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.","https://www.lecrat.fr/9350/"
"1632","PREDNISOLONE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec prednisolone en cours de grossesse sont nombreuses, sans signal de risque malformatif significatif retenu à ce jour. Dans le placenta, l’essentiel de la prednisolone est métabolisée en prednisone inactive.","https://www.lecrat.fr/3509/"
"1633","PREDNISONE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec prednisone en cours de grossesse sont nombreuses, sans signal de risque malformatif significatif retenu à ce jour. La prednisolone synthétisée dans le foie maternel à partir de la prednisone est métabolisée dans le placenta en prednisone inactive.","https://www.lecrat.fr/3515/"
"1634","PREGABALINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec pregabaline en cours de grossesse sont très nombreuses, sans signal de risque malformatif significatif retenu à ce jour.","https://www.lecrat.fr/12574/"
"1875","PRIFINIUM","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1876","PRILOCAINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1635","PRISTINAMYCINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec pristinamycine en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.","https://www.lecrat.fr/13417/"
"1636","PROGESTERONE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à progesterone sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/11307/"
"1637","PROMETHAZINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à promethazine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. Par ailleurs, un effet sédatif est théoriquement possible chez les nouveau-nés de mères traitées par une phénothiazine avant l’accouchement.","https://www.lecrat.fr/3528/"
"1638","PROPERICIAZINE","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","La classification CAUTION de propericiazine reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.","https://www.lecrat.fr/12066/"
"1639","PROPRANOLOL","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à propranolol sont nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre.","https://www.lecrat.fr/4317/"
"1640","PYRANTEL","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec pyrantel en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.","https://www.lecrat.fr/7588/"
"1641","PYRIDOSTIGMINE BROMURE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec pyridostigmine bromure en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour.","https://www.lecrat.fr/3376/"
"1642","QUETIAPINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à quetiapine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. A terme, les concentrations plasmatiques néonatales représentent environ 20% des concentrations maternelles.","https://www.lecrat.fr/12060/"
"1643","RACECADOTRIL","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec racecadotril en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.","https://www.lecrat.fr/6606/"
"1877","RALOXIFENE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1644","RAMIPRIL","UNSAFE","SAFE","UNSAFE","UNSAFE","CAUTION","Ramipril est classé UNSAFE car il est formellement contre-indiqué en cours de grossesse en raison d'effets délétères documentés sur le développement embryo-fœtal. Aux stades avancés de la grossesse, le risque de toxicité rénale fœtale est également documenté.","https://www.lecrat.fr/7328/"
"1878","RANELATE DE STRONTIUM","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1645","RANITIDINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à ranitidine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/12805/"
"1879","REPAGLINIDE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1646","RIFAMPICINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec rifampicine en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour.","https://www.lecrat.fr/8385/"
"1647","RIFAMYCINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec rifamycine en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour.","https://www.lecrat.fr/8385/"
"1880","RIFAXIMINA","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1648","RISEDRONATE","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","La classification CAUTION de risedronate reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif.","https://www.lecrat.fr/11521/"
"1649","RISPERIDONE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec risperidone en cours de grossesse sont très nombreuses, sans signal de risque malformatif significatif retenu à ce jour. A terme, les concentrations néonatales correspondent en moyenne à la moitié des concentrations maternelles.","https://www.lecrat.fr/11946/"
"1881","ROPINIROLE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1650","ROSUVASTATINE","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","La classification CAUTION de rosuvastatine reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.","https://www.lecrat.fr/8643/"
"1651","ROXITHROMYCINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à roxithromycine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/13450/"
"1882","RUSCOGENINES","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1652","SALBUTAMOL","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à salbutamol sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. , à posologie usuelle, aucun effet fœtal ou néonatal particulier attribuable au traitement n’a été rapporté à ce jour.","https://www.lecrat.fr/8048/"
"1653","SALMETEROL","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à salmeterol sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En effet, un asthme mal équilibré peut avoir un effet délétère sur la grossesse/le nouveau-né (prématurité, petit poids de naissance…).","https://www.lecrat.fr/8053/"
"1883","SERENOA REPENS","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1654","SERTRALINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à sertraline sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. Ces signes traduisent soit une imprégnation du nouveau-né, soit un syndrome de sevrage.","https://www.lecrat.fr/4044/"
"1655","SILODOSINE","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","La classification CAUTION de silodosine reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif.","https://www.lecrat.fr/11950/"
"1884","SIMETHICONE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1656","SIMETICONE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec simeticone en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.","https://www.lecrat.fr/12157/"
"1657","SIMVASTATINE","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","Le simvastatine est classé CAUTION en raison d'un profil de risque nécessitant des précautions spécifiques selon le terme de la grossesse. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.","https://www.lecrat.fr/8653/"
"1885","SOLIFENACINE SUCCINATE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1658","SOTALOL","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec sotalol en cours de grossesse sont nombreuses, sans signal de risque malformatif significatif retenu à ce jour.","https://www.lecrat.fr/9279/"
