dci_name,overall_status,trimester_details/T1,trimester_details/T2,trimester_details/T3,trimester_details/DELIVERY,summary,source_url
SULFIRAME,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,"La classification CAUTION de sulfirame reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif.",https://www.lecrat.fr/12788/
SULPIRIDE,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,"La classification CAUTION de sulpiride reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.",https://www.lecrat.fr/11994/
TETANOS,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données disponibles avec tetanos en cours de grossesse sont très nombreuses, sans signal de risque malformatif significatif retenu à ce jour.",https://www.lecrat.fr/9640/
TAMSULOSINE,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,"La classification CAUTION de tamsulosine reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif.",https://www.lecrat.fr/7685/
TELMISARTAN,UNSAFE,SAFE,UNSAFE,UNSAFE,CAUTION,"Telmisartan est classé UNSAFE car il est formellement contre-indiqué en cours de grossesse en raison d'effets délétères documentés sur le développement embryo-fœtal. Aux stades avancés de la grossesse, le risque de toxicité rénale fœtale est également documenté.",https://www.lecrat.fr/7398/
TERBINAFINE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à terbinafine sont nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. Découverte d’une grossesse pendant le traitement la patiente quant au risque malformatif de la terbinafine quelle que soit sa voie d’administration.",https://www.lecrat.fr/10267/
TERBUTALINE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à terbutaline sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. , les bêta-2 mimétiques peuvent entraîner, en particulier à fortes doses, une tachycardie fœtale et/ou néonatale parallèle à la tachycardie maternelle, ainsi que des perturbations de la glycémie néonatale en cas d’exposition avant l’accouchement.",https://www.lecrat.fr/8060/
THEOPHYLLINE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à theophylline sont nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. Sa demi-vie d’élimination plasmatique est longue, de l’ordre de 6,7 heures chez l’adulte et de 30 heures chez le nouveau-né.",https://www.lecrat.fr/4958/
THIAMAZOLE,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,"La classification CAUTION de thiamazole reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.",https://www.lecrat.fr/8685/
THIOCOLCHICOSIDE,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,"La classification CAUTION de thiocolchicoside reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif.",https://www.lecrat.fr/9127/
TIANEPTINE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données disponibles avec tianeptine en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour.",https://www.lecrat.fr/12492/
TIAPRIDE,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,"La classification CAUTION de tiapride reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.",https://www.lecrat.fr/12029/
TIMOLOL,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à timolol sont nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre.",https://www.lecrat.fr/7450/
TINIDAZOLE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données disponibles avec tinidazole en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.",https://www.lecrat.fr/10416/
TIOTROPIUM,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données disponibles avec tiotropium en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour.",https://www.lecrat.fr/4928/
TIXOCORTOL,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données disponibles avec tixocortol en cours de grossesse sont nombreuses, sans signal de risque malformatif significatif retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.",https://www.lecrat.fr/5082/
TOBRAMYCINE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données disponibles avec tobramycine en cours de grossesse sont limitées (quelques cas seulement), sans signal de risque malformatif significatif retenu à ce jour. En cas de traitement prolongé ou répété, tenir compte de l’exposition in utero à la tobramycine lors du dépistage néonatal des troubles de l’audition (cf.",https://www.lecrat.fr/7735/
TOLTERODINE,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,"La classification CAUTION de tolterodine reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif.",https://www.lecrat.fr/11929/
TRAMADOL,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à tramadol sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. Aspect néonatal Le tramadol",https://www.lecrat.fr/4541/
TRANDOLAPRIL,UNSAFE,SAFE,UNSAFE,UNSAFE,CAUTION,"Trandolapril est classé UNSAFE car il est formellement contre-indiqué en cours de grossesse en raison d'effets délétères documentés sur le développement embryo-fœtal. Aux stades avancés de la grossesse, le risque de toxicité rénale fœtale est également documenté.",https://www.lecrat.fr/7344/
TRAVOPROST,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données disponibles avec travoprost en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.",https://www.lecrat.fr/9946/
TRIAMCINOLONE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à triamcinolone sont nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. Un impact sur la surrénale fœtale et néonatale est en théorie possible avec tous les corticoïdes administrés à la mère par voie générale en fin de grossesse.",https://www.lecrat.fr/5000/
TRIAMTERENE,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,"La classification CAUTION de triamterene reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif.",https://www.lecrat.fr/7422/
TRIHEXYPHENIDYLE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données disponibles avec trihexyphenidyle en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour.",https://www.lecrat.fr/10183/
TRIMEBUTINE,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,"La classification CAUTION de trimebutine reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif.",https://www.lecrat.fr/20035/
TRIMETHYLPHLOROGLUCINOL,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à trimethylphloroglucinol sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.",https://www.lecrat.fr/11748/
TRIMIPRAMINE,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,"Le trimipramine est classé CAUTION en raison d'un profil de risque nécessitant des précautions spécifiques selon le terme de la grossesse. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.",https://www.lecrat.fr/12507/
URSODESOXYCHOLIQUE ACIDE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données disponibles avec ursodesoxycholique acide en cours de grossesse sont très nombreuses, sans signal de risque malformatif significatif retenu à ce jour.",https://www.lecrat.fr/9013/
VALACICLOVIR,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à valaciclovir sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre.",https://www.lecrat.fr/8595/
VALPROMIDE,UNSAFE,UNSAFE,UNSAFE,UNSAFE,UNSAFE,"Valpromide est classé UNSAFE car il est formellement contre-indiqué en cours de grossesse en raison d'effets délétères documentés sur le développement embryo-fœtal. L’acide valproïque en monothérapie entraîne un syndrome polymalformatif dans près de 11% des cas en moyenne. L’acide valproïque passe le placenta : à terme, les concentrations néonatales sont équivalentes ou supérieures aux concentrations maternelles.",https://www.lecrat.fr/12594/
VALSARTAN,UNSAFE,SAFE,UNSAFE,UNSAFE,CAUTION,"Valsartan est classé UNSAFE car il est formellement contre-indiqué en cours de grossesse en raison d'effets délétères documentés sur le développement embryo-fœtal. Aux stades avancés de la grossesse, le risque de toxicité rénale fœtale est également documenté.",https://www.lecrat.fr/7406/
VENLAFAXINE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à venlafaxine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. Ces signes traduisent soit une imprégnation du nouveau-né, soit un syndrome de sevrage.",https://www.lecrat.fr/4091/
VIGABATRIN,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,"La classification CAUTION de vigabatrin reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.",https://www.lecrat.fr/8176/
ZOFENOPRIL,UNSAFE,SAFE,UNSAFE,UNSAFE,CAUTION,"Zofenopril est classé UNSAFE car il est formellement contre-indiqué en cours de grossesse en raison d'effets délétères documentés sur le développement embryo-fœtal. Aux stades avancés de la grossesse, le risque de toxicité rénale fœtale est également documenté.",https://www.lecrat.fr/7360/
LITHIUM CARBONATE,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,"Le lithium peut être utilisé pendant la grossesse uniquement si aucune alternative plus sûre n'est disponible, avec surveillance prénatale rapprochée.",https://www.lecrat.fr/11974/
TESTOSTERONE,UNSAFE,UNSAFE,UNSAFE,UNSAFE,UNSAFE,"La testostérone est tératogène et doit être évitée pendant toute la grossesse, notamment en raison de ses effets sur les fœtus féminins.",https://www.lecrat.fr/3147/
DANAZOL,UNSAFE,UNSAFE,UNSAFE,UNSAFE,UNSAFE,"Le danazol est tératogène et contre-indiqué pendant toute la grossesse, surtout pour les fœtus féminins.",https://www.lecrat.fr/3147/
ALLOPURINOL,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,"L'allopurinol peut être utilisé seulement en absence d'alternative plus sûre, avec une surveillance prénatale ciblée, particulièrement au premier trimestre.",https://www.lecrat.fr/3147/
5 GRAMINEES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ACARBOSE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ACETYLSALICYLATE DE LYSINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ACIDE BORIQUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ACIDE FOLIQUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ACIDE SALICYLIQUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ALANINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ALBUMINE HUMAINE PLASMATIQUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ALENDRONATE ANHYDRE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ALFACALCIDOL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ALGINATES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ALUMINIUM HYDROXYDE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ALUMINIUM OXYDE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ALVERINE CITRATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
AMANTADINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
AMIODARONE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ARGENT COLLARGOL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ARGENT COLLOIDAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ATROPINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ATTAPULGITE DE MORMOIRON ACTIVEE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
BARYUM SULFATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
BELLADONA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
BENSERAZIDE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
BENZALKONIUM,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
BENZALKONIUM CHLORURE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
BENZODODECINIUM,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
BENZYDAMINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
BENZYLTHIOURACILE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
BETA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
BORATE DE SOUDE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
N-BROMURE D'IPRATROPIUM,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
N-BUTYLHYOSCINE BROMURE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CALCIFEDIOL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CALCIUM,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CALCIUM CARBONATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CANDESARTAN CILEXETIL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CARBOMERE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CARBONATE DE CALCIUM,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CARMELLOSE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CARRAGHAHEEN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CARRAGHENATES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CETHOXINIUM,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CETRORELIX,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CHARBON ACTIVE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CHLORHEXIDINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CHLORMADINONE ACETATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CHLOROCRESOL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CHLORTALIDONE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CHLORTETRACYCLINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CHLORURE DE POTASSIUM,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CHLORURE DE SODIUM,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CICLOPIROXOLAMINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CIPROFIBRATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CLIDINIUM,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CLOMIFENE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CLOPIDOGREL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
COLECALCIFEROL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CUPRESSACEE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CYANOCOBALAMINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CYCLOPENTOLATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
CYPROTERONE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
D. PTERONYSSINUS (100% DPT),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
DALTEPARINE SODIQUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
DAPAGLIFLOZINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
DELAPRIL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
DESMOPRESSINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
DETEMIR,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
DIGOXINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
DIHYDROERGOTOXINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
DIOSMECTITE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
DIPYRIDAMOLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
DISOPYRAMIDE PHOSPHATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
DOXAZOSINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
DUTASTERIDE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
DYDROGESTRONE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
EAU OXYGENEE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
EMPAGLIFLOZINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ENOXACINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ENOXAPARINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ERGOCALCIFEROL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ERGOTAMINE TARTRATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ESSENCE DE TEREBENTHINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
FENOFIBRATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
FENTANYL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
FER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
FER3,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
FEREDETATE DE SODIUM,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
FINASTERIDE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
FLUCLOXACILLINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
FLUDROCORTISONE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
FLUOCINONIDE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
FSH,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
FUMARATE DE FER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
GAIAZULENE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
GANCICLOVIR,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
GINKGO BILOBA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
GLARGINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
GLICLAZIDE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
GLIMEPIRIDE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
GLIPIZIDE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
GLIQUIDONE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
GLUCAGON,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
GLUCONOLACTATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
GLULISINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
GLYCOPYRRONIUM BROMIDE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
GONADOTROPHINE CHORIONIQUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
GRISEOFULVINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
HEXAMIDINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
HYDROCHLOROTHIZIDE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
HYDROCHLORTHIAZIDE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
HYDROQUINONE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
HYDROXOCOBALAMINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
HYDROXYDE D'AL ET DE MG,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
HYPOCHLORITE DE SODIUM,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
HYPROMELLOSE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
INSULINE ASPARTATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
INSULINE ASPARTE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
INSULINE DEGLUDEC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
INSULINE HUMAINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
IPRATROPIUM BROMURE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
IRGASAN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ISOSORBIDE DINITRATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
IVABRADINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
LACTOBACILLUS ACIDOPHILUS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
LEVODOPA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
LEVOTHYROXINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
LH,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
LINCOMYCINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
LINDANE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
